Owner,Repo,GHSA ID,CVE ID,Severity,CWEs,Description,References,Commit Link Numbers,Commit Links
django,django,GHSA-vm8q-m57g-pff3,CVE-2024-27351,medium,CWE-1333,"In Django 3.2 before 3.2.25, 4.2 before 4.2.11, and 5.0 before 5.0.3, the django.utils.text.Truncator.words() method (with html=True) and the truncatewords_html template filter are subject to a potential regular expression denial-of-service attack via a crafted string. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232 and CVE-2023-43665.","['https://nvd.nist.gov/vuln/detail/CVE-2024-27351', 'https://docs.djangoproject.com/en/5.0/releases/security', 'https://groups.google.com/forum/#%21forum/django-announce', 'https://www.djangoproject.com/weblog/2024/mar/04/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2024-47.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/D2JIRXEDP4ZET5KFMAPPYSK663Q52NEX', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/SN2PLJGYSAAG5KUVIUFJYKD3BLQ4OSN6', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/ZQJOMNRMVPCN5WMIZ7YSX5LQ7IR2NY4D', 'http://www.openwall.com/lists/oss-security/2024/03/04/1', 'https://github.com/django/django/commit/072963e4c4d0b3a7a8c5412bc0c7d27d1a9c3521', 'https://github.com/django/django/commit/3394fc6132436eca89e997083bae9985fb7e761e', 'https://github.com/django/django/commit/3c9a2771cc80821e041b16eb36c1c37af5349d4a', 'https://github.com/advisories/GHSA-vm8q-m57g-pff3']",3,"['https://github.com/django/django/commit/072963e4c4d0b3a7a8c5412bc0c7d27d1a9c3521', 'https://github.com/django/django/commit/3394fc6132436eca89e997083bae9985fb7e761e', 'https://github.com/django/django/commit/3c9a2771cc80821e041b16eb36c1c37af5349d4a']"
django,django,GHSA-xxj9-f6rv-m3x4,CVE-2024-24680,high,CWE-770,"An issue was discovered in Django 3.2 before 3.2.24, 4.2 before 4.2.10, and Django 5.0 before 5.0.2. The intcomma template filter was subject to a potential denial-of-service attack when used with very long strings.","['https://nvd.nist.gov/vuln/detail/CVE-2024-24680', 'https://groups.google.com/forum/#%21forum/django-announce', 'https://github.com/django/django/commit/16a8fe18a3b81250f4fa57e3f93f0599dc4895bc', 'https://github.com/django/django/commit/55519d6cf8998fe4c8f5c8abffc2b10a7c3d14e9', 'https://github.com/django/django/commit/572ea07e84b38ea8de0551f4b4eda685d91d09d2', 'https://github.com/django/django/commit/c1171ffbd570db90ca206c30f8e2b9f691243820', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2024-28.yaml', 'https://docs.djangoproject.com/en/5.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/D2JIRXEDP4ZET5KFMAPPYSK663Q52NEX', 'https://www.djangoproject.com/weblog/2024/feb/06/security-releases', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/SN2PLJGYSAAG5KUVIUFJYKD3BLQ4OSN6', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/ZQJOMNRMVPCN5WMIZ7YSX5LQ7IR2NY4D', 'https://github.com/advisories/GHSA-xxj9-f6rv-m3x4']",4,"['https://github.com/django/django/commit/16a8fe18a3b81250f4fa57e3f93f0599dc4895bc', 'https://github.com/django/django/commit/55519d6cf8998fe4c8f5c8abffc2b10a7c3d14e9', 'https://github.com/django/django/commit/572ea07e84b38ea8de0551f4b4eda685d91d09d2', 'https://github.com/django/django/commit/c1171ffbd570db90ca206c30f8e2b9f691243820']"
django,django,GHSA-h8gc-pgj2-vjm3,CVE-2023-43665,high,"CWE-400, CWE-1284","In Django 3.2 before 3.2.22, 4.1 before 4.1.12, and 4.2 before 4.2.6, the django.utils.text.Truncator chars() and words() methods (when used with html=True) are subject to a potential DoS (denial of service) attack via certain inputs with very long, potentially malformed HTML text. The chars() and words() methods are used to implement the truncatechars_html and truncatewords_html template filters, which are thus also vulnerable. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232.","['https://nvd.nist.gov/vuln/detail/CVE-2023-43665', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/be9c27c4d18c2e6a5be8af4e53c0797440794473', 'https://github.com/django/django/commit/c7b7024742250414e426ad49fb80db943e7ba4e8', 'https://github.com/django/django/commit/ccdade1a0262537868d7ca64374de3d957ca50c5', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-226.yaml', 'https://groups.google.com/forum/#%21forum/django-announce', 'https://docs.djangoproject.com/en/4.2/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/HJFRPUHDYJHBH3KYHSPGULQM4JN7BMSU', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/ZQJOMNRMVPCN5WMIZ7YSX5LQ7IR2NY4D', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HJFRPUHDYJHBH3KYHSPGULQM4JN7BMSU', 'https://security.netapp.com/advisory/ntap-20231221-0001', 'https://www.djangoproject.com/weblog/2023/oct/04/security-releases', 'http://www.openwall.com/lists/oss-security/2024/03/04/1', 'https://github.com/advisories/GHSA-h8gc-pgj2-vjm3']",3,"['https://github.com/django/django/commit/be9c27c4d18c2e6a5be8af4e53c0797440794473', 'https://github.com/django/django/commit/c7b7024742250414e426ad49fb80db943e7ba4e8', 'https://github.com/django/django/commit/ccdade1a0262537868d7ca64374de3d957ca50c5']"
django,django,GHSA-7h4p-27mh-hmrw,CVE-2023-41164,medium,"CWE-400, CWE-1284","In Django 3.2 before 3.2.21, 4.1 before 4.1.11, and 4.2 before 4.2.5, django.utils.encoding.uri_to_iri() is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.","['https://nvd.nist.gov/vuln/detail/CVE-2023-41164', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/6f030b1149bd8fa4ba90452e77cb3edc095ce54e', 'https://github.com/django/django/commit/9c51b4dcfa0cefcb48231f4d71cafa80821f87b9', 'https://github.com/django/django/commit/ba00bc5ec6a7eff5e08be438f7b5b0e9574e8ff0', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-225.yaml', 'https://groups.google.com/forum/#%21forum/django-announce', 'https://docs.djangoproject.com/en/4.2/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/HJFRPUHDYJHBH3KYHSPGULQM4JN7BMSU', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HJFRPUHDYJHBH3KYHSPGULQM4JN7BMSU', 'https://security.netapp.com/advisory/ntap-20231214-0002', 'https://www.djangoproject.com/weblog/2023/sep/04/security-releases', 'https://github.com/advisories/GHSA-7h4p-27mh-hmrw']",3,"['https://github.com/django/django/commit/6f030b1149bd8fa4ba90452e77cb3edc095ce54e', 'https://github.com/django/django/commit/9c51b4dcfa0cefcb48231f4d71cafa80821f87b9', 'https://github.com/django/django/commit/ba00bc5ec6a7eff5e08be438f7b5b0e9574e8ff0']"
django,django,GHSA-qmf9-6jqf-j8fq,CVE-2023-46695,high,"CWE-400, CWE-770","An issue was discovered in Django 3.2 before 3.2.23, 4.1 before 4.1.13, and 4.2 before 4.2.7. The NFKC normalization is slow on Windows. As a consequence, django.contrib.auth.forms.UsernameField is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.","['https://nvd.nist.gov/vuln/detail/CVE-2023-46695', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/048a9ebb6ea468426cb4e57c71572cbbd975517f', 'https://github.com/django/django/commit/4965bfdde2e5a5c883685019e57d123a3368a75e', 'https://github.com/django/django/commit/f9a7fb8466a7ba4857eaf930099b5258f3eafb2b', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-222.yaml', 'https://groups.google.com/forum/#%21forum/django-announce', 'https://docs.djangoproject.com/en/4.2/releases/security', 'https://security.netapp.com/advisory/ntap-20231214-0001', 'https://www.djangoproject.com/weblog/2023/nov/01/security-releases', 'https://github.com/advisories/GHSA-qmf9-6jqf-j8fq']",3,"['https://github.com/django/django/commit/048a9ebb6ea468426cb4e57c71572cbbd975517f', 'https://github.com/django/django/commit/4965bfdde2e5a5c883685019e57d123a3368a75e', 'https://github.com/django/django/commit/f9a7fb8466a7ba4857eaf930099b5258f3eafb2b']"
django,django,GHSA-jh3w-4vvf-mjgr,CVE-2023-36053,high,CWE-1333,"In Django 3.2 before 3.2.20, 4 before 4.1.10, and 4.2 before 4.2.3, `EmailValidator` and `URLValidator` are subject to a potential ReDoS (regular expression denial of service) attack via a very large number of domain name labels of emails and URLs.","['https://nvd.nist.gov/vuln/detail/CVE-2023-36053', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/454f2fb93437f98917283336201b4048293f7582', 'https://github.com/django/django/commit/ad0410ec4f458aa39803e5f6b9a3736527062dcd', 'https://github.com/django/django/commit/b7c5feb35a31799de6e582ad6a5a91a9de74e0f9', 'https://github.com/django/django/commit/beb3f3d55940d9aa7198bf9d424ab74e873aec3d', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-100.yaml', 'https://lists.debian.org/debian-lts-announce/2023/07/msg00022.html', 'https://www.debian.org/security/2023/dsa-5465', 'https://groups.google.com/forum/#%21forum/django-announce', 'https://docs.djangoproject.com/en/4.2/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NRDGTUN4LTI6HG4TWR3JYLSFVXPZT42A', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/XG5DYKPNDCEHJQ3TKPJQO7QGSR4FAYMS', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NRDGTUN4LTI6HG4TWR3JYLSFVXPZT42A', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XG5DYKPNDCEHJQ3TKPJQO7QGSR4FAYMS', 'https://www.djangoproject.com/weblog/2023/jul/03/security-releases', 'https://github.com/advisories/GHSA-jh3w-4vvf-mjgr']",4,"['https://github.com/django/django/commit/454f2fb93437f98917283336201b4048293f7582', 'https://github.com/django/django/commit/ad0410ec4f458aa39803e5f6b9a3736527062dcd', 'https://github.com/django/django/commit/b7c5feb35a31799de6e582ad6a5a91a9de74e0f9', 'https://github.com/django/django/commit/beb3f3d55940d9aa7198bf9d424ab74e873aec3d']"
django,django,GHSA-r3xc-prgr-mg9p,CVE-2023-31047,critical,CWE-20,"In Django 3.2 before 3.2.19, 4.x before 4.1.9, and 4.2 before 4.2.1, it was possible to bypass validation when using one form field to upload multiple files. This multiple upload has never been supported by forms.FileField or forms.ImageField (only the last uploaded file was validated). However, Django's ""Uploading multiple files"" documentation suggested otherwise.","['https://nvd.nist.gov/vuln/detail/CVE-2023-31047', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/21b1b1fc03e5f9e9f8c977ee6e35618dd3b353dd', 'https://github.com/django/django/commit/e7c3a2ccc3a562328600be05068ed9149e12ce64', 'https://github.com/django/django/commit/eed53d0011622e70b936e203005f0e6f4ac48965', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-61.yaml', 'https://docs.djangoproject.com/en/4.2/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/A45VKTUVQ2BN6D5ZLZGCM774R6QGFOHW', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DNEHD6N435OE2XUFGDAAVAXSYWLCUBFD', 'https://security.netapp.com/advisory/ntap-20230609-0008', 'https://www.djangoproject.com/weblog/2023/may/03/security-releases', 'https://github.com/advisories/GHSA-r3xc-prgr-mg9p']",3,"['https://github.com/django/django/commit/21b1b1fc03e5f9e9f8c977ee6e35618dd3b353dd', 'https://github.com/django/django/commit/e7c3a2ccc3a562328600be05068ed9149e12ce64', 'https://github.com/django/django/commit/eed53d0011622e70b936e203005f0e6f4ac48965']"
django,django,GHSA-2hrw-hx67-34x6,CVE-2023-24580,high,CWE-400,"An issue was discovered in the Multipart Request Parser in Django 3.2 before 3.2.18, 4.0 before 4.0.10, and 4.1 before 4.1.7. Passing certain inputs (e.g., an excessive number of parts) to multipart forms could result in too many open files or memory exhaustion, and provided a potential vector for a denial-of-service attack.","['https://nvd.nist.gov/vuln/detail/CVE-2023-24580', 'https://groups.google.com/forum/#!forum/django-announce', 'http://www.openwall.com/lists/oss-security/2023/02/14/1', 'https://github.com/django/django/commit/628b33a854a9c68ec8a0c51f382f304a0044ec92', 'https://github.com/django/django/commit/83f1ea83e4553e211c1c5a0dfc197b66d4e50432', 'https://github.com/django/django/commit/a665ed5179f5bbd3db95ce67286d0192eff041d8', 'https://lists.debian.org/debian-lts-announce/2023/02/msg00023.html', 'https://docs.djangoproject.com/en/4.1/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FKYVMMR7RPM6AHJ2SBVM2LO6D3NGFY7B', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VZS4G6NSZWPTVXMMZHJOJVQEPL3QTO77', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YJB6FUBBLVKKG655UMTLQNN6UQ6EDLSP', 'https://security.netapp.com/advisory/ntap-20230316-0006', 'https://www.djangoproject.com/weblog/2023/feb/14/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-13.yaml', 'https://github.com/advisories/GHSA-2hrw-hx67-34x6']",3,"['https://github.com/django/django/commit/628b33a854a9c68ec8a0c51f382f304a0044ec92', 'https://github.com/django/django/commit/83f1ea83e4553e211c1c5a0dfc197b66d4e50432', 'https://github.com/django/django/commit/a665ed5179f5bbd3db95ce67286d0192eff041d8']"
django,django,GHSA-q2jf-h9jm-m7p4,CVE-2023-23969,high,"CWE-400, CWE-770","In Django 3.2 before 3.2.17, 4.0 before 4.0.9, and 4.1 before 4.1.6, the parsed values of Accept-Language headers are cached in order to avoid repetitive parsing. This leads to a potential denial-of-service vector via excessive memory usage if the raw value of Accept-Language headers is very large.","['https://nvd.nist.gov/vuln/detail/CVE-2023-23969', 'https://lists.debian.org/debian-lts-announce/2023/02/msg00000.html', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/4452642f193533e288a52c02efb5bbc766a68f95', 'https://github.com/django/django/commit/9d7bd5a56b1ce0576e8e07a8001373576d277942', 'https://github.com/django/django/commit/c7e0151fdf33e1b11d488b6f67b94fdf3a30614a', 'https://docs.djangoproject.com/en/4.1/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://security.netapp.com/advisory/ntap-20230302-0007', 'https://www.djangoproject.com/weblog/2023/feb/01/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2023-12.yaml', 'https://github.com/advisories/GHSA-q2jf-h9jm-m7p4']",3,"['https://github.com/django/django/commit/4452642f193533e288a52c02efb5bbc766a68f95', 'https://github.com/django/django/commit/9d7bd5a56b1ce0576e8e07a8001373576d277942', 'https://github.com/django/django/commit/c7e0151fdf33e1b11d488b6f67b94fdf3a30614a']"
django,django,GHSA-qrw5-5h28-6cmg,CVE-2022-41323,high,CWE-1333,"In Django 3.2 before 3.2.16, 4.0 before 4.0.8, and 4.1 before 4.1.2, internationalized URLs were subject to a potential denial of service attack via the locale parameter, which is treated as a regular expression. ","['https://nvd.nist.gov/vuln/detail/CVE-2022-41323', 'https://github.com/django/django/commit/5b6b257fa7ec37ff27965358800c67e2dd11c924', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-304.yaml', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/django/django/commit/23f0093125ac2e553da6c1b2f9988eb6a3dd2ea1', 'https://github.com/django/django/commit/9d656ea51d9ea7105c0c0785783ac29d426a7d25', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FKYVMMR7RPM6AHJ2SBVM2LO6D3NGFY7B', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VZS4G6NSZWPTVXMMZHJOJVQEPL3QTO77', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YJB6FUBBLVKKG655UMTLQNN6UQ6EDLSP', 'https://security.netapp.com/advisory/ntap-20221124-0001', 'https://www.djangoproject.com/weblog/2022/oct/04/security-releases', 'https://github.com/advisories/GHSA-qrw5-5h28-6cmg']",3,"['https://github.com/django/django/commit/5b6b257fa7ec37ff27965358800c67e2dd11c924', 'https://github.com/django/django/commit/23f0093125ac2e553da6c1b2f9988eb6a3dd2ea1', 'https://github.com/django/django/commit/9d656ea51d9ea7105c0c0785783ac29d426a7d25']"
django,django,GHSA-8x94-hmjh-97hq,CVE-2022-36359,high,CWE-494,An issue was discovered in the HTTP FileResponse class in Django 3.2 before 3.2.15 and 4.0 before 4.0.7. An application is vulnerable to a reflected file download (RFD) attack that sets the Content-Disposition header of a FileResponse when the filename is derived from user-supplied input.,"['https://nvd.nist.gov/vuln/detail/CVE-2022-36359', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-245.yaml', 'https://groups.google.com/g/django-announce/c/8cz--gvaJr4', 'http://www.openwall.com/lists/oss-security/2022/08/03/1', 'https://www.debian.org/security/2022/dsa-5254', 'https://github.com/django/django/commit/b3e4494d759202a3b6bf247fd34455bf13be5b80', 'https://github.com/django/django/commit/b7d9529cbe0af4adabb6ea5d01ed8dcce3668fb3', 'https://github.com/django/django/commit/bd062445cffd3f6cc6dcd20d13e2abed818fa173', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://security.netapp.com/advisory/ntap-20220915-0008', 'https://www.djangoproject.com/weblog/2022/aug/03/security-releases', 'https://github.com/advisories/GHSA-8x94-hmjh-97hq']",3,"['https://github.com/django/django/commit/b3e4494d759202a3b6bf247fd34455bf13be5b80', 'https://github.com/django/django/commit/b7d9529cbe0af4adabb6ea5d01ed8dcce3668fb3', 'https://github.com/django/django/commit/bd062445cffd3f6cc6dcd20d13e2abed818fa173']"
django,django,GHSA-p64x-8rxx-wf6q,CVE-2022-34265,critical,CWE-89,An issue was discovered in Django 3.2 before 3.2.14 and 4.0 before 4.0.6. The `Trunc()` and `Extract()` database functions are subject to SQL injection if untrusted data is used as a kind/lookup_name value. Applications that constrain the lookup name and kind choice to a known safe list are unaffected.,"['https://nvd.nist.gov/vuln/detail/CVE-2022-34265', 'https://groups.google.com/forum/#!forum/django-announce', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2022-213.yaml', 'https://github.com/django/django/commit/5e2f4ddf2940704a26a4ac782b851989668d74db', 'https://github.com/django/django/commit/877c800f255ccaa7abde1fb944de45d1616f5cc9', 'https://github.com/advisories/GHSA-p64x-8rxx-wf6q', 'https://www.debian.org/security/2022/dsa-5254', 'https://github.com/django/django/commit/0dc9c016fadb71a067e5a42be30164e3f96c0492', 'https://github.com/django/django/commit/a9010fe5555e6086a9d9ae50069579400ef0685e', 'https://docs.djangoproject.com/en/4.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWY6DQWRVBALV73BPUVBXC3QIYUM24IK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LTZVAKU5ALQWOKFTPISE257VCVIYGFQI', 'https://security.netapp.com/advisory/ntap-20220818-0006', 'https://www.djangoproject.com/weblog/2022/jul/04/security-releases']",4,"['https://github.com/django/django/commit/5e2f4ddf2940704a26a4ac782b851989668d74db', 'https://github.com/django/django/commit/877c800f255ccaa7abde1fb944de45d1616f5cc9', 'https://github.com/django/django/commit/0dc9c016fadb71a067e5a42be30164e3f96c0492', 'https://github.com/django/django/commit/a9010fe5555e6086a9d9ae50069579400ef0685e']"
django,django,GHSA-78vx-ggch-wghm,CVE-2012-3442,critical,CWE-79,"The (1) `django.http.HttpResponseRedirect` and (2) `django.http.HttpResponsePermanentRedirect` classes in Django before 1.3.2 and 1.4.x before 1.4.1 do not validate the scheme of a redirect target, which might allow remote attackers to conduct cross-site scripting (XSS) attacks via a `data:` URL.","['https://nvd.nist.gov/vuln/detail/CVE-2012-3442', 'http://www.debian.org/security/2012/dsa-2529', 'http://www.openwall.com/lists/oss-security/2012/07/31/1', 'http://www.openwall.com/lists/oss-security/2012/07/31/2', 'http://www.ubuntu.com/usn/USN-1560-1', 'https://github.com/django/django/commit/4dea4883e6c50d75f215a6b9bcbd95273f57c72d', 'https://github.com/django/django/commit/e34685034b60be1112160e76091e5aee60149fa1', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2012-2.yaml', 'https://www.djangoproject.com/weblog/2012/jul/30/security-releases-issued', 'http://www.mandriva.com/security/advisories?name=MDVSA-2012:143', 'https://github.com/advisories/GHSA-78vx-ggch-wghm']",2,"['https://github.com/django/django/commit/4dea4883e6c50d75f215a6b9bcbd95273f57c72d', 'https://github.com/django/django/commit/e34685034b60be1112160e76091e5aee60149fa1']"
django,django,GHSA-59w8-4wm2-4xw8,CVE-2012-3443,high,"CWE-20, CWE-400","The `django.forms.ImageField` class in the form system in Django before 1.3.2 and 1.4.x before 1.4.1 completely decompresses image data during image validation, which allows remote attackers to cause a denial of service (memory consumption) by uploading an image file.","['https://nvd.nist.gov/vuln/detail/CVE-2012-3443', 'https://github.com/django/django/commit/9ca0ff6268eeff92d0d0ac2c315d4b6a8e229155', 'https://github.com/django/django/commit/da33d67181b53fe6cc737ac1220153814a1509f6', 'https://www.debian.org/security/2012/dsa-2529', 'https://www.mandriva.com/security/advisories?name=MDVSA-2012:143', 'https://www.openwall.com/lists/oss-security/2012/07/31/1', 'https://www.openwall.com/lists/oss-security/2012/07/31/2', 'https://www.ubuntu.com/usn/USN-1560-1', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2012-3.yaml', 'https://www.djangoproject.com/weblog/2012/jul/30/security-releases-issued', 'http://www.debian.org/security/2012/dsa-2529', 'http://www.mandriva.com/security/advisories?name=MDVSA-2012:143', 'http://www.openwall.com/lists/oss-security/2012/07/31/1', 'http://www.openwall.com/lists/oss-security/2012/07/31/2', 'http://www.ubuntu.com/usn/USN-1560-1', 'https://github.com/advisories/GHSA-59w8-4wm2-4xw8']",2,"['https://github.com/django/django/commit/9ca0ff6268eeff92d0d0ac2c315d4b6a8e229155', 'https://github.com/django/django/commit/da33d67181b53fe6cc737ac1220153814a1509f6']"
django,django,GHSA-5h2q-4hrp-v9rr,CVE-2012-3444,high,CWE-119,"The `get_image_dimensions` function in the image-handling functionality in Django before 1.3.2 and 1.4.x before 1.4.1 uses a constant chunk size in all attempts to determine dimensions, which allows remote attackers to cause a denial of service (process or thread consumption) via a large TIFF image.","['https://nvd.nist.gov/vuln/detail/CVE-2012-3444', 'http://www.debian.org/security/2012/dsa-2529', 'http://www.mandriva.com/security/advisories?name=MDVSA-2012:143', 'http://www.openwall.com/lists/oss-security/2012/07/31/1', 'http://www.openwall.com/lists/oss-security/2012/07/31/2', 'http://www.ubuntu.com/usn/USN-1560-1', 'https://github.com/django/django/commit/9ca0ff6268eeff92d0d0ac2c315d4b6a8e229155', 'https://github.com/django/django/commit/da33d67181b53fe6cc737ac1220153814a1509f6', 'https://github.com/django/django/commit/dd16b17099b7d86f27773df048c5014cf439b282', 'https://github.com/django/django/commit/b2eb4787a0fff9c9993b78be5c698e85108f3446', 'https://github.com/django/django/commit/c14f325c4eef628bc7bfd8873c3a72aeb0219141', 'https://www.djangoproject.com/weblog/2012/jul/30/security-releases-issued', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2012-4.yaml', 'https://github.com/advisories/GHSA-5h2q-4hrp-v9rr']",5,"['https://github.com/django/django/commit/9ca0ff6268eeff92d0d0ac2c315d4b6a8e229155', 'https://github.com/django/django/commit/da33d67181b53fe6cc737ac1220153814a1509f6', 'https://github.com/django/django/commit/dd16b17099b7d86f27773df048c5014cf439b282', 'https://github.com/django/django/commit/b2eb4787a0fff9c9993b78be5c698e85108f3446', 'https://github.com/django/django/commit/c14f325c4eef628bc7bfd8873c3a72aeb0219141']"
django,django,GHSA-2655-q453-22f9,CVE-2012-4520,high,CWE-20,The `django.http.HttpRequest.get_host` function in Django 1.3.x before 1.3.4 and 1.4.x before 1.4.2 allows remote attackers to generate and display arbitrary URLs via crafted username and password Host header values.,"['https://nvd.nist.gov/vuln/detail/CVE-2012-4520', 'https://github.com/django/django/commit/92d3430f12171f16f566c9050c40feefb830a4a3', 'https://github.com/django/django/commit/9305c0e12d43c4df999c3301a1f0c742264a657e', 'https://github.com/django/django/commit/b45c377f8f488955e0c7069cad3f3dd21910b071', 'https://bugzilla.redhat.com/show_bug.cgi?id=865164', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=691145', 'https://lists.fedoraproject.org/pipermail/package-announce/2012-October/090666.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2012-October/090904.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2012-October/090970.html', 'https://ubuntu.com/usn/usn-1632-1', 'https://ubuntu.com/usn/usn-1757-1', 'https://web.archive.org/web/20140417023920/http://securitytracker.com/id?1027708', 'https://www.debian.org/security/2013/dsa-2634', 'https://www.openwall.com/lists/oss-security/2012/10/30/4', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2012-7.yaml', 'https://www.djangoproject.com/weblog/2012/oct/17/security', 'http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=691145', 'http://lists.fedoraproject.org/pipermail/package-announce/2012-October/090666.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2012-October/090904.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2012-October/090970.html', 'http://ubuntu.com/usn/usn-1632-1', 'http://ubuntu.com/usn/usn-1757-1', 'http://www.debian.org/security/2013/dsa-2634', 'http://www.openwall.com/lists/oss-security/2012/10/30/4', 'https://github.com/advisories/GHSA-2655-q453-22f9']",3,"['https://github.com/django/django/commit/92d3430f12171f16f566c9050c40feefb830a4a3', 'https://github.com/django/django/commit/9305c0e12d43c4df999c3301a1f0c742264a657e', 'https://github.com/django/django/commit/b45c377f8f488955e0c7069cad3f3dd21910b071']"
